ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
126,1.0,1.0,1.0,0.0,139.0,139.0,139.0,152.8962,358.907,71.1126,93.8789,97.94,99.0,99.0,3.0,1013.0,0.0,2899.0,0.1497,0.1192,0.0144,7.0,1.0,2.0,2.0
127,1.0,0.0,1.0,119.0,119.0,119.0,80.0,367.7479,226.1996,230.176,145.1766,143.014,119.0,119.0,0.0,0.0,0.0,0.0,0.1271,0.2636,0.0083,7.0,4.0,5.0,0.0
128,2.0,1.0,1.0,179.0,80.0,319.0,179.0,301.2682,141.6069,335.4102,85.703,97.4705,199.0,199.0,1.0,258.0,0.0,1252.0,0.1643,0.2288,0.0357,4.0,2.0,1.0,2.0
129,1.0,1.0,0.0,139.0,219.0,219.0,199.0,139.5323,254.0079,78.9177,64.2748,51.0025,219.0,219.0,1.0,696.0,0.0,0.0,-0.0024,-0.0024,0.0841,4.0,5.0,4.0,2.0
130,1.0,0.0,1.0,199.0,80.0,80.0,139.0,51.6188,287.6891,26.9258,33.9006,28.8531,80.0,80.0,0.0,0.0,0.0,0.0,0.3012,0.5452,0.0341,4.0,1.0,4.0,1.0
131,2.0,1.0,1.0,119.0,100.0,200.0,219.0,136.2736,102.6158,62.3618,76.3217,80.3648,199.0,199.0,0.0,0.0,0.0,199.0,0.1606,0.1621,0.0113,6.0,9.0,4.0,0.0
132,1.0,1.0,1.0,80.0,80.0,80.0,139.0,99.0454,61.4837,136.2424,88.459,87.0919,298.0,149.0,0.0,0.0,0.0,378.0,0.0369,0.4174,0.0943,7.0,4.0,1.0,0.0
133,1.0,1.0,0.0,179.0,180.0,180.0,219.0,1211.2236,196.1951,101.0792,1279.5215,55.9397,180.0,180.0,0.0,0.0,0.0,0.0,1.9596,2.0166,0.0127,7.0,10.0,4.0,2.0
134,1.0,0.0,1.0,119.0,80.0,80.0,219.0,121.0372,286.0358,38.833,78.2768,66.5301,398.0,99.5,2.0,2905.0,1.0,596.0,0.4718,0.2788,0.0577,7.0,1.0,7.0,0.0
135,2.0,1.0,1.0,119.0,99.0,218.0,258.0,121.4434,103.4843,191.4706,72.4241,71.0862,218.0,109.0,1.0,3620.0,0.0,0.0,0.1294,0.1429,0.0187,3.0,8.0,1.0,0.0
136,1.0,1.0,0.0,139.0,139.0,139.0,139.0,75.0417,95.7209,118.8486,64.9384,72.3395,139.0,139.0,0.0,0.0,0.0,0.0,0.1748,0.1063,0.0302,3.0,6.0,1.0,1.0
137,1.0,1.0,1.0,99.0,238.0,238.0,139.0,212.9941,448.5828,170.0735,32.28,50.5,139.0,139.0,0.0,0.0,1.0,139.0,0.1846,0.3791,0.0139,5.0,8.0,4.0,1.0
138,1.0,1.0,1.0,179.0,239.0,239.0,199.0,121.501,62.9007,107.8378,70.0928,79.2228,239.0,239.0,1.0,1152.0,0.0,278.0,0.0251,0.1386,0.0215,5.0,3.0,1.0,1.0
139,2.0,0.0,1.0,119.0,80.0,219.0,119.0,71.6746,128.2078,136.1947,70.0071,60.8276,219.0,109.5,0.0,0.0,1.0,1213.0,0.1795,0.2776,0.0411,4.0,3.0,2.0,1.0
140,1.0,1.0,0.0,99.0,219.0,219.0,139.0,171.0592,127.1633,122.1475,49.135,59.1354,219.0,219.0,0.0,0.0,0.0,0.0,0.037,0.1955,0.0147,8.0,5.0,6.0,0.0
141,1.0,0.0,1.0,159.0,179.0,179.0,239.0,589.8782,157.334,676.9852,86.7208,60.6012,298.0,149.0,0.0,0.0,1.0,477.0,0.1056,0.0786,0.0249,4.0,4.0,1.0,0.0
142,1.0,1.0,0.0,259.0,80.0,80.0,140.0,136.5742,133.1813,82.0244,60.6321,40.0125,80.0,80.0,0.0,0.0,0.0,0.0,-0.1594,0.5411,0.0056,5.0,7.0,2.0,1.0
143,2.0,1.0,0.0,99.0,199.0,318.0,80.0,269.2438,234.0192,312.5188,46.0,62.155,179.0,179.0,0.0,0.0,0.0,179.0,0.0632,0.2302,0.0257,4.0,3.0,1.0,1.0
144,1.0,0.0,1.0,179.0,139.0,139.0,219.0,195.9751,84.0536,197.0634,24.0832,25.5392,139.0,139.0,1.0,219.0,0.0,0.0,0.2667,0.2667,0.0052,7.0,4.0,3.0,1.0
145,1.0,1.0,1.0,219.0,99.0,99.0,298.0,221.6444,146.9507,128.5613,97.5628,78.9177,99.0,99.0,0.0,0.0,0.0,0.0,0.0513,0.1613,0.0117,5.0,6.0,3.0,2.0
146,1.0,0.0,1.0,100.0,80.0,80.0,159.0,1084.5796,449.273,106.2309,1157.2019,126.5247,80.0,80.0,0.0,0.0,0.0,0.0,-0.0871,0.1494,0.0131,5.0,9.0,2.0,0.0
147,1.0,1.0,1.0,318.0,258.0,258.0,159.0,201.4528,261.6028,200.8781,8.7464,27.0185,258.0,258.0,1.0,974.0,0.0,0.0,0.2004,0.3074,0.0462,3.0,3.0,2.0,0.0
148,4.0,1.0,0.0,99.0,259.0,716.0,0.0,62.7873,0.0,119.4738,68.9384,10.0,716.0,179.0,0.0,0.0,0.0,0.0,0.4338,0.2188,0.2225,6.0,9.0,1.0,2.0
149,1.0,0.0,0.0,239.0,199.0,199.0,99.0,116.3497,91.5014,146.4001,44.0454,51.1566,199.0,199.0,1.0,1332.0,0.0,855.0,0.0814,0.0039,0.0213,7.0,2.0,1.0,2.0
150,1.0,1.0,1.0,0.0,99.0,99.0,80.0,246.7007,169.0044,284.7824,45.2355,55.509,238.0,119.0,0.0,0.0,0.0,0.0,0.1438,0.3023,0.0748,6.0,5.0,1.0,0.0
151,2.0,1.0,1.0,139.0,477.0,616.0,139.0,258.0891,144.0868,333.2867,77.8412,44.0369,616.0,308.0,0.0,0.0,1.0,99.0,0.2423,0.2008,0.0714,5.0,3.0,1.0,0.0
152,2.0,1.0,0.0,298.0,99.0,198.0,199.0,172.5007,105.5107,109.1146,66.83,70.0179,198.0,99.0,0.0,0.0,0.0,0.0,0.2087,0.1187,0.057,7.0,1.0,2.0,1.0
153,1.0,1.0,0.0,159.0,179.0,179.0,139.0,245.848,144.0312,131.5903,124.291,134.0457,238.0,238.0,0.0,0.0,0.0,655.0,-0.1104,0.3686,0.0227,7.0,1.0,6.0,0.0
154,1.0,1.0,1.0,20.0,279.0,279.0,179.0,661.376,137.2816,703.4806,56.1471,114.3296,279.0,279.0,1.0,2112.0,0.0,0.0,-0.7586,0.4364,0.0421,6.0,5.0,1.0,1.0
155,1.0,1.0,1.0,139.0,418.0,418.0,219.0,338.0444,50.1597,402.7729,77.0925,66.592,199.0,199.0,2.0,1593.0,0.0,0.0,0.8567,0.3057,0.0223,6.0,3.0,1.0,0.0
156,2.0,1.0,1.0,179.0,159.0,278.0,258.0,267.6402,93.9601,313.1022,46.7467,48.1274,258.0,258.0,0.0,0.0,0.0,1212.0,0.2022,0.1487,0.0636,4.0,1.0,1.0,2.0
157,2.0,1.0,1.0,219.0,219.0,378.0,199.0,114.2147,74.783,76.9025,45.3018,205.1298,319.0,106.3333,2.0,896.0,1.0,1654.0,0.948,0.8315,0.008,6.0,5.0,5.0,1.0
158,1.0,1.0,0.0,179.0,279.0,279.0,538.0,117.2732,192.7343,47.4342,96.566,68.4416,279.0,279.0,0.0,0.0,0.0,0.0,1.7524,1.3664,0.0657,5.0,2.0,4.0,2.0
159,2.0,1.0,1.0,80.0,119.0,358.0,80.0,91.9239,238.2315,128.7051,132.9662,129.717,298.0,149.0,0.0,0.0,0.0,0.0,0.3095,0.3095,0.0607,7.0,5.0,1.0,0.0
160,1.0,1.0,1.0,179.0,219.0,219.0,140.0,177.7196,75.208,193.9407,51.0221,57.4217,219.0,219.0,1.0,857.0,0.0,0.0,1.4196,2.4076,0.0196,9.0,10.0,1.0,0.0
161,1.0,1.0,0.0,278.0,219.0,219.0,199.0,171.5066,222.0771,223.1815,43.3417,31.4841,219.0,219.0,0.0,0.0,1.0,2763.0,0.4327,0.5197,0.0271,6.0,9.0,1.0,2.0
162,1.0,1.0,0.0,99.0,99.0,99.0,159.0,183.1427,177.6042,180.0361,6.0,14.4309,99.0,99.0,0.0,0.0,0.0,0.0,0.1151,0.0871,0.0231,4.0,8.0,3.0,1.0
163,1.0,0.0,1.0,119.0,80.0,80.0,80.0,263.7698,319.188,185.4427,78.4889,73.8241,80.0,80.0,1.0,159.0,0.0,1744.0,0.197,0.4915,0.0054,5.0,7.0,4.0,1.0
164,1.0,1.0,1.0,258.0,278.0,278.0,159.0,433.6525,297.4861,540.1333,110.0011,99.2472,119.0,119.0,1.0,239.0,0.0,437.0,0.1226,0.2906,0.0119,7.0,9.0,3.0,1.0
165,1.0,1.0,0.0,179.0,238.0,238.0,100.0,290.0108,382.0393,246.5198,45.3542,21.9203,238.0,238.0,0.0,0.0,0.0,0.0,0.1162,0.1852,0.0302,5.0,2.0,4.0,1.0
166,1.0,1.0,0.0,99.0,139.0,139.0,179.0,148.0076,465.758,106.3015,37.1214,37.2592,139.0,139.0,1.0,1551.0,0.0,0.0,0.127,0.1315,0.0119,7.0,1.0,7.0,1.0
167,1.0,1.0,0.0,199.0,179.0,179.0,139.0,176.3094,224.005,83.3607,89.4497,88.0738,179.0,179.0,0.0,0.0,0.0,834.0,0.0657,0.1572,0.0355,5.0,6.0,2.0,2.0
168,2.0,1.0,0.0,0.0,298.0,397.0,179.0,0.0,121.2023,0.0,31.5317,106.0,397.0,198.5,0.0,0.0,0.0,0.0,0.1824,0.2724,0.1921,3.0,4.0,1.0,0.0
169,1.0,1.0,0.0,179.0,219.0,219.0,119.0,263.5384,225.347,115.1564,144.78,151.1043,219.0,219.0,0.0,0.0,0.0,0.0,0.0683,0.1708,0.0272,7.0,2.0,4.0,0.0
170,1.0,0.0,1.0,219.0,179.0,179.0,119.0,133.6581,686.6557,136.0037,9.8615,7.9057,179.0,179.0,1.0,676.0,0.0,895.0,-0.0356,-0.0356,0.023,8.0,6.0,6.0,2.0
171,1.0,1.0,1.0,0.0,99.0,99.0,119.0,65.3911,10.0,47.4342,56.5022,102.3633,1054.0,351.3333,2.0,1091.0,0.0,0.0,0.534,0.9305,0.1503,4.0,2.0,1.0,2.0
172,1.0,1.0,0.0,139.0,119.0,119.0,219.0,238.0137,818.4737,175.1028,58.2409,48.2312,119.0,119.0,0.0,0.0,0.0,0.0,0.3053,0.3283,0.0163,8.0,9.0,8.0,0.0
173,1.0,0.0,0.0,238.0,199.0,199.0,80.0,177.5176,68.9094,128.5652,66.0946,50.1224,199.0,199.0,0.0,0.0,1.0,0.0,0.0527,0.1567,0.0212,6.0,6.0,5.0,0.0
174,1.0,1.0,1.0,139.0,139.0,139.0,179.0,471.9883,419.5655,521.0614,76.0543,99.0063,119.0,119.0,1.0,258.0,1.0,278.0,0.2743,0.2743,0.0154,4.0,9.0,2.0,1.0
175,1.0,0.0,1.0,199.0,139.0,139.0,99.0,25.005,137.5582,84.1487,63.8318,82.3772,139.0,139.0,0.0,0.0,1.0,278.0,0.2388,0.2338,0.0308,5.0,4.0,1.0,1.0
176,1.0,1.0,0.0,279.0,219.0,219.0,279.0,111.7016,65.0308,43.9318,71.7722,86.4017,219.0,219.0,0.0,0.0,0.0,0.0,2.0226,2.0226,0.0398,4.0,7.0,2.0,2.0
177,1.0,1.0,1.0,199.0,199.0,199.0,99.0,454.437,87.7568,231.8361,220.5,211.7859,199.0,199.0,1.0,139.0,0.0,0.0,-0.0453,0.1347,0.0143,4.0,5.0,3.0,0.0
178,1.0,1.0,0.0,139.0,338.0,338.0,139.0,1054.0126,134.1827,142.2146,1136.7273,77.0276,338.0,338.0,0.0,0.0,0.0,0.0,-0.0562,0.2633,0.0601,5.0,6.0,3.0,1.0
179,1.0,0.0,1.0,119.0,159.0,159.0,258.0,154.1752,111.6121,383.471,228.8154,50.01,319.0,159.5,1.0,278.0,0.0,2231.0,0.1694,0.1819,0.0418,7.0,1.0,4.0,1.0
180,1.0,1.0,1.0,139.0,179.0,179.0,179.0,634.0712,0.0,666.442,34.6591,59.1714,159.0,159.0,0.0,0.0,0.0,0.0,0.5936,0.5936,0.0408,5.0,6.0,1.0,2.0
181,1.0,1.0,0.0,99.0,219.0,219.0,298.0,66.7271,168.5007,106.6771,40.0406,49.135,219.0,219.0,0.0,0.0,0.0,0.0,-0.0778,0.2002,0.0368,7.0,1.0,1.0,1.0
182,1.0,1.0,0.0,119.0,139.0,139.0,239.0,585.1566,58.1485,547.4824,50.3612,43.8634,139.0,139.0,0.0,0.0,0.0,0.0,0.2584,0.2874,0.0112,7.0,8.0,1.0,0.0
183,1.0,1.0,0.0,179.0,119.0,119.0,99.0,251.0403,63.4606,239.416,32.039,35.609,119.0,119.0,0.0,0.0,0.0,0.0,0.089,0.1315,0.0101,7.0,1.0,5.0,1.0
184,1.0,1.0,0.0,80.0,100.0,100.0,139.0,83.5374,142.762,92.3472,36.2664,18.8481,100.0,100.0,1.0,399.0,0.0,100.0,0.2538,0.2538,0.0103,6.0,10.0,2.0,0.0
185,1.0,1.0,0.0,119.0,99.0,99.0,80.0,90.312,1283.5191,48.3735,52.376,1266.9535,139.0,139.0,1.0,5666.0,1.0,278.0,0.3857,0.1647,0.0067,6.0,9.0,5.0,2.0
186,1.0,1.0,0.0,219.0,119.0,119.0,238.0,115.0532,133.2151,120.8139,15.6924,15.8114,119.0,119.0,0.0,0.0,0.0,0.0,-0.0438,0.4327,0.0266,3.0,6.0,3.0,0.0
187,1.0,1.0,0.0,239.0,179.0,179.0,179.0,108.5092,77.8155,37.054,75.8765,72.8371,179.0,179.0,0.0,0.0,1.0,179.0,-0.1048,-0.0238,0.0196,5.0,4.0,2.0,1.0
188,1.0,1.0,1.0,119.0,99.0,99.0,179.0,399.3207,176.1022,476.0042,78.729,213.0053,676.0,225.3333,2.0,815.0,1.0,1769.0,0.0947,0.0772,0.0575,5.0,5.0,2.0,2.0
189,1.0,1.0,1.0,99.0,179.0,179.0,80.0,101.8847,202.9495,137.6445,69.9518,71.044,139.0,139.0,0.0,0.0,0.0,1112.0,0.1875,0.193,0.0093,6.0,5.0,1.0,1.0
190,1.0,0.0,0.0,298.0,139.0,139.0,358.0,273.1616,81.4033,313.0064,39.9155,43.6606,139.0,139.0,1.0,239.0,1.0,1472.0,0.1183,0.3583,0.0185,4.0,3.0,1.0,2.0
191,1.0,1.0,1.0,139.0,99.0,99.0,179.0,526.1428,387.9655,639.4138,118.1059,61.002,359.0,179.5,0.0,0.0,0.0,359.0,0.2142,0.3717,0.0636,6.0,10.0,1.0,2.0
192,1.0,1.0,1.0,119.0,119.0,119.0,179.0,201.6358,129.8124,185.0108,23.6907,19.6087,119.0,119.0,1.0,1053.0,1.0,0.0,0.3077,0.2507,0.0139,5.0,5.0,4.0,2.0
193,1.0,1.0,1.0,298.0,199.0,199.0,298.0,85.3361,100.6293,114.0219,127.0089,121.1033,179.0,179.0,1.0,1391.0,0.0,3479.0,0.0271,0.0316,0.0107,5.0,2.0,1.0,0.0
194,2.0,1.0,0.0,359.0,219.0,239.0,140.0,71.1354,113.5892,98.9798,43.0813,116.7604,239.0,119.5,0.0,0.0,0.0,0.0,-0.1013,-0.4743,0.0271,6.0,5.0,1.0,0.0
195,1.0,0.0,1.0,159.0,298.0,298.0,139.0,153.9692,679.4021,183.1529,22.1923,27.1708,199.0,99.5,1.0,715.0,1.0,199.0,0.2442,0.4217,0.019,6.0,9.0,5.0,2.0
196,1.0,1.0,0.0,119.0,239.0,239.0,139.0,208.5599,116.3873,215.3927,18.8481,27.7218,239.0,239.0,0.0,0.0,0.0,239.0,0.1825,0.3045,0.0312,4.0,9.0,2.0,1.0
197,1.0,1.0,0.0,179.0,99.0,99.0,199.0,285.0425,186.7492,391.3375,104.2713,103.8087,99.0,99.0,0.0,0.0,0.0,0.0,0.2241,0.4061,0.0508,4.0,3.0,1.0,0.0
198,1.0,1.0,1.0,378.0,258.0,258.0,199.0,919.1632,0.0,895.8929,42.2019,40.7462,80.0,80.0,0.0,0.0,0.0,80.0,0.4939,0.4939,0.0137,7.0,8.0,1.0,0.0
199,1.0,1.0,1.0,139.0,139.0,139.0,99.0,114.0395,81.3895,61.6847,97.4705,107.912,80.0,80.0,0.0,0.0,1.0,0.0,0.2443,0.3413,0.0082,5.0,7.0,3.0,1.0
200,1.0,1.0,1.0,80.0,139.0,139.0,219.0,101.7472,209.6169,145.4166,53.7331,68.5292,139.0,139.0,0.0,0.0,0.0,437.0,0.2756,0.2906,0.0139,5.0,10.0,1.0,2.0
201,1.0,1.0,0.0,199.0,278.0,278.0,219.0,137.609,160.2529,70.8308,60.3511,181.5833,418.0,209.0,0.0,0.0,0.0,1372.0,0.3292,0.3682,0.03,5.0,9.0,2.0,2.0
202,1.0,1.0,0.0,139.0,100.0,100.0,99.0,209.6527,653.6704,97.0,106.099,106.9685,100.0,100.0,0.0,0.0,0.0,0.0,0.0543,0.1188,0.0124,7.0,8.0,6.0,0.0
203,1.0,1.0,0.0,139.0,139.0,139.0,119.0,67.5666,145.9495,99.1262,26.0048,35.5141,139.0,139.0,0.0,0.0,1.0,139.0,0.5104,0.5104,0.0249,3.0,9.0,2.0,0.0
204,1.0,0.0,1.0,99.0,139.0,139.0,99.0,565.0179,168.0216,463.0529,108.6393,109.638,139.0,139.0,0.0,0.0,0.0,0.0,0.1739,0.0259,0.0155,10.0,8.0,8.0,1.0
205,2.0,1.0,0.0,0.0,159.0,298.0,179.0,0.0,213.0376,0.0,116.3035,84.5237,298.0,149.0,0.0,0.0,0.0,0.0,0.4203,0.3523,0.0553,7.0,1.0,1.0,0.0
206,1.0,0.0,1.0,139.0,99.0,99.0,80.0,139.0189,170.913,82.6196,212.7087,217.5988,99.0,99.0,0.0,0.0,0.0,0.0,0.1773,0.3163,0.0115,3.0,6.0,3.0,1.0
207,1.0,1.0,0.0,179.0,99.0,99.0,199.0,112.0179,297.2423,190.1631,74.8081,85.4415,99.0,99.0,1.0,318.0,1.0,99.0,0.3986,0.2956,0.0218,4.0,3.0,3.0,2.0
208,1.0,1.0,0.0,80.0,99.0,99.0,179.0,1074.1036,357.5052,75.0267,1103.2177,10.2956,99.0,99.0,0.0,0.0,0.0,0.0,0.1308,0.2133,0.0132,5.0,7.0,2.0,0.0
209,1.0,1.0,0.0,199.0,179.0,179.0,119.0,89.0084,480.6498,28.1603,57.4282,60.407,119.0,119.0,4.0,2644.0,1.0,934.0,0.1543,0.7348,0.0163,7.0,10.0,6.0,2.0
210,2.0,0.0,0.0,159.0,139.0,238.0,179.0,440.1548,236.0763,460.9902,97.5,86.5231,238.0,119.0,0.0,0.0,0.0,636.0,0.2202,0.2137,0.0253,8.0,6.0,5.0,2.0
211,1.0,0.0,1.0,179.0,139.0,139.0,278.0,99.1073,269.0116,102.5524,82.6831,84.0967,139.0,139.0,0.0,0.0,0.0,139.0,0.1385,0.1385,0.0099,8.0,2.0,1.0,0.0
212,1.0,1.0,0.0,179.0,80.0,80.0,159.0,214.8354,239.4598,296.1435,85.6519,73.6563,80.0,80.0,1.0,457.0,0.0,438.0,0.1473,0.1733,0.0107,6.0,1.0,3.0,0.0
213,1.0,0.0,0.0,338.0,199.0,199.0,378.0,79.5393,141.8185,45.793,41.7642,32.8824,219.0,219.0,1.0,597.0,0.0,219.0,0.1288,0.0833,0.0197,4.0,3.0,2.0,1.0
214,2.0,1.0,0.0,199.0,139.0,278.0,179.0,456.7631,135.9871,564.838,104.1393,44.9055,278.0,139.0,0.0,0.0,0.0,0.0,0.0772,0.1437,0.0237,7.0,6.0,1.0,0.0
215,1.0,1.0,0.0,299.0,239.0,239.0,219.0,110.8659,106.0212,109.6586,35.107,59.4811,239.0,239.0,0.0,0.0,0.0,0.0,-0.3571,0.5974,0.0194,5.0,7.0,3.0,1.0
216,1.0,1.0,1.0,199.0,159.0,159.0,298.0,101.2978,194.2897,130.1768,39.6138,47.8592,258.0,129.0,0.0,0.0,0.0,0.0,0.0258,0.0418,0.0396,4.0,6.0,1.0,1.0
217,1.0,1.0,0.0,159.0,80.0,80.0,159.0,77.2431,126.4951,166.7153,90.6973,86.3264,80.0,80.0,0.0,0.0,0.0,0.0,0.0334,0.2949,0.0338,6.0,3.0,1.0,0.0
218,2.0,1.0,1.0,119.0,139.0,278.0,298.0,76.5914,283.317,131.7953,94.7008,101.5972,139.0,139.0,2.0,854.0,0.0,2860.0,0.2401,0.2401,0.0097,5.0,2.0,3.0,1.0
219,4.0,1.0,1.0,139.0,199.0,915.0,199.0,178.5175,102.0943,264.282,89.0351,47.0027,278.0,139.0,0.0,0.0,0.0,556.0,0.162,0.162,0.0208,4.0,4.0,1.0,0.0
220,1.0,1.0,0.0,99.0,238.0,238.0,80.0,342.8119,290.5155,399.0614,59.7181,46.6315,238.0,238.0,1.0,80.0,0.0,0.0,0.1667,0.0582,0.1089,5.0,2.0,2.0,0.0
221,1.0,1.0,1.0,99.0,139.0,139.0,99.0,560.9503,535.8549,611.9028,63.7201,45.8312,80.0,80.0,0.0,0.0,0.0,1133.0,0.1561,0.8481,0.0054,6.0,9.0,1.0,2.0
222,2.0,1.0,0.0,179.0,99.0,278.0,298.0,239.1025,325.6275,187.5233,46.9308,31.504,278.0,139.0,0.0,0.0,0.0,0.0,0.2777,0.2312,0.0323,8.0,8.0,5.0,0.0
223,1.0,1.0,0.0,139.0,179.0,179.0,119.0,37.7127,560.5644,133.9888,91.6624,89.3784,179.0,179.0,0.0,0.0,1.0,179.0,0.2303,0.6398,0.0571,4.0,1.0,1.0,0.0
224,1.0,1.0,0.0,120.0,20.0,20.0,299.0,503.1073,163.233,624.4822,121.1249,119.3838,20.0,20.0,1.0,478.0,0.0,179.0,0.7661,-0.3694,0.0018,8.0,3.0,3.0,0.0
225,2.0,1.0,0.0,80.0,159.0,278.0,100.0,135.559,83.2721,155.158,23.6485,7.5664,278.0,139.0,0.0,0.0,0.0,0.0,0.4268,0.3423,0.0837,9.0,2.0,2.0,0.0
226,1.0,1.0,0.0,139.0,159.0,159.0,159.0,112.8683,101.0272,23.0868,90.7483,93.5,159.0,159.0,0.0,0.0,0.0,0.0,0.2141,0.4466,0.0211,7.0,7.0,4.0,1.0
227,1.0,1.0,0.0,159.0,99.0,99.0,99.0,136.2654,119.3367,128.5613,19.3132,33.2415,99.0,99.0,0.0,0.0,0.0,0.0,0.1437,0.3642,0.0084,3.0,7.0,2.0,1.0
228,1.0,1.0,0.0,219.0,120.0,120.0,100.0,110.0102,74.6073,167.1915,22.4555,19.2419,319.0,319.0,1.0,200.0,1.0,758.0,1.4717,2.6022,0.0197,6.0,10.0,4.0,1.0
229,1.0,1.0,0.0,99.0,139.0,139.0,99.0,58.5085,103.5809,99.5038,45.722,47.5631,139.0,139.0,0.0,0.0,1.0,139.0,0.1123,0.1013,0.0317,3.0,2.0,2.0,1.0
230,1.0,1.0,1.0,99.0,179.0,179.0,179.0,622.6062,0.0,701.0007,70.5443,37.5932,795.0,397.5,0.0,0.0,1.0,2226.0,0.2645,0.2645,0.0491,5.0,5.0,1.0,2.0
231,1.0,1.0,1.0,438.0,139.0,139.0,299.0,87.9616,423.317,48.0104,36.8816,36.1386,139.0,139.0,0.0,0.0,1.0,1314.0,0.2085,0.2585,0.0035,6.0,5.0,4.0,1.0
232,2.0,0.0,1.0,279.0,239.0,259.0,319.0,186.1323,621.1258,292.344,85.5102,103.0776,179.0,179.0,0.0,0.0,1.0,697.0,1.3871,0.8061,0.0136,7.0,2.0,6.0,2.0
233,1.0,1.0,0.0,239.0,199.0,199.0,139.0,85.0235,75.4072,33.1361,52.5095,60.8769,199.0,199.0,0.0,0.0,0.0,0.0,0.0811,0.0756,0.0233,5.0,4.0,2.0,1.0
234,1.0,1.0,0.0,239.0,119.0,119.0,179.0,68.2495,59.7097,47.3814,41.3824,124.6405,636.0,212.0,1.0,815.0,1.0,636.0,0.5272,0.5697,0.0238,6.0,8.0,5.0,0.0
235,1.0,1.0,0.0,139.0,199.0,199.0,199.0,37.8319,98.4594,100.4988,71.8418,58.1055,199.0,199.0,0.0,0.0,1.0,199.0,0.1802,0.1722,0.0249,6.0,4.0,1.0,0.0
236,1.0,1.0,0.0,80.0,119.0,119.0,80.0,342.4708,70.0179,447.9754,111.0518,101.4458,119.0,119.0,0.0,0.0,0.0,119.0,0.3783,0.1893,0.0319,5.0,3.0,1.0,1.0
237,1.0,0.0,1.0,199.0,80.0,80.0,20.0,197.2777,575.3438,46.3249,148.9874,126.0258,80.0,80.0,0.0,0.0,0.0,0.0,0.3171,1.7931,0.0154,6.0,3.0,4.0,0.0
238,2.0,1.0,1.0,179.0,238.0,417.0,99.0,138.5577,118.0519,60.8276,84.7231,233.6193,358.0,179.0,1.0,4711.0,0.0,358.0,0.2964,0.5094,0.0435,5.0,5.0,2.0,2.0
239,2.0,0.0,1.0,239.0,219.0,358.0,258.0,125.3635,100.8129,97.1854,32.0156,91.7197,358.0,179.0,0.0,0.0,0.0,0.0,0.1233,0.0608,0.0379,6.0,6.0,2.0,1.0
240,1.0,1.0,0.0,199.0,99.0,99.0,159.0,161.698,145.1516,190.8009,39.016,39.538,99.0,99.0,0.0,0.0,0.0,0.0,0.1972,0.4082,0.0167,8.0,9.0,1.0,0.0
241,1.0,1.0,0.0,179.0,100.0,100.0,159.0,274.0164,547.9891,243.7314,35.805,28.64,100.0,100.0,0.0,0.0,0.0,0.0,0.0557,0.1757,0.0144,6.0,1.0,6.0,0.0
242,1.0,1.0,0.0,80.0,139.0,139.0,80.0,113.7036,355.9277,221.2193,108.2705,95.6883,139.0,139.0,0.0,0.0,1.0,139.0,0.1061,0.1316,0.0206,7.0,1.0,1.0,0.0
243,1.0,1.0,0.0,119.0,159.0,159.0,219.0,98.1759,275.5163,88.5664,14.9164,11.4018,139.0,139.0,2.0,636.0,0.0,139.0,0.2823,0.2028,0.0245,5.0,2.0,5.0,2.0
244,1.0,1.0,0.0,199.0,139.0,139.0,179.0,127.9932,149.3829,57.7062,84.4541,89.6674,139.0,139.0,0.0,0.0,0.0,0.0,0.201,0.0775,0.0397,9.0,1.0,2.0,0.0
245,1.0,1.0,1.0,159.0,259.0,259.0,120.0,321.0876,109.8203,220.2748,99.0404,98.326,259.0,259.0,1.0,20.0,0.0,0.0,-1.067,-0.157,0.0228,7.0,5.0,6.0,1.0
246,1.0,1.0,0.0,199.0,179.0,179.0,179.0,289.5155,294.7563,193.6208,101.7214,100.2522,119.0,119.0,1.0,199.0,0.0,119.0,0.0883,0.0983,0.0087,5.0,1.0,3.0,0.0
247,1.0,0.0,1.0,80.0,298.0,298.0,119.0,96.9239,86.9253,139.5421,39.9531,41.0122,99.0,99.0,2.0,8147.0,1.0,495.0,0.0471,0.1086,0.0069,4.0,3.0,3.0,1.0
248,1.0,0.0,1.0,139.0,239.0,239.0,219.0,140.6289,125.3635,134.2386,20.6519,23.7065,239.0,239.0,1.0,974.0,0.0,0.0,0.1233,0.0793,0.0253,6.0,5.0,2.0,1.0
249,1.0,1.0,0.0,0.0,239.0,239.0,279.0,0.0,132.1637,0.0,116.0711,87.5571,239.0,239.0,0.0,0.0,0.0,0.0,0.6462,1.5692,0.0271,5.0,1.0,1.0,0.0
250,1.0,1.0,0.0,119.0,179.0,179.0,139.0,242.8482,243.2781,107.0187,135.2793,138.5081,179.0,179.0,0.0,0.0,0.0,0.0,0.2028,0.1913,0.0315,4.0,3.0,3.0,1.0
251,1.0,1.0,0.0,219.0,199.0,199.0,80.0,76.6632,269.6702,45.8803,41.003,49.328,199.0,199.0,0.0,0.0,0.0,0.0,0.022,0.0815,0.025,6.0,5.0,2.0,0.0
